participant,target_distr_rel,be_c
S3,T>D,-17.0859172926073
S3,T<D,-1.71345426533421
S3,T>D,-1.45289113721696
S3,T<D,12.4909626375986
S3,T>D,-1.83874149760836
S3,T>D,15.5913830817338
S3,T<D,5.95291997903722
S3,T<D,9.06239938702226
S3,T<D,3.35580474076545
S3,T>D,17.1443201303711
S3,T>D,8.82155491072385
S3,T<D,-4.72998574202169
S3,T>D,-6.79364149760837
S3,T>D,0.594156247051664
S3,T<D,8.03734391786196
S3,T>D,7.60546291849571
S3,T>D,-9.76290222940902
S3,T<D,-1.44347921036912
S3,T<D,15.105020984015
S3,T<D,2.61478270739272
S3,T<D,2.29154352032801
S3,T<D,-1.15295602614156
S3,T<D,-18.5765437529483
S3,T<D,1.02660168360257
S3,T<D,-13.9635505425109
S3,T<D,-1.00460673283978
S3,T>D,-16.2241341336001
S3,T>D,0.570525530049688
S3,T>D,3.63932107927943
S3,T<D,2.57916108321862
S3,T>D,2.50861997903722
S3,T>D,4.63644945748911
S3,T>D,0.911066341123376
S3,T<D,10.8051149520095
S3,T>D,1.47226291849572
S3,T<D,4.32044555453688
S3,T>D,14.0053352655428
S3,T>D,0.296383081733848
S3,T<D,-0.964864583759435
S3,T>D,7.63884253930246
S3,T>D,3.94618076983882
S3,T>D,-8.91600890801306
S3,T>D,-5.12757458159115
S3,T>D,5.74174945748911
S3,T<D,-4.03566473445718
S3,T>D,-33.2468437529483
S3,T<D,-11.083908908013
S3,T>D,-1.15821764912677
S3,T>D,-6.41365608213805
S3,T>D,6.34460927756745
S3,T>D,3.81744599931807
S3,T<D,-8.44440079716766
S3,T<D,-1.50294375294832
S3,T<D,13.5723234432401
S3,T>D,15.3041656872484
S3,T>D,-7.23327458159116
S3,T<D,8.50243457946629
S3,T>D,-10.7705987668361
S3,T>D,5.77133526554284
S3,T>D,-13.431183917994
S3,T>D,0.0983457346657955
S3,T>D,8.01402098401502
S3,T<D,-24.4569844454631
S3,T<D,10.5500155545369
S3,T>D,-13.2779192301612
S3,T<D,-8.68619413523279
S3,T>D,3.30370112215386
S3,T>D,-5.09727446995031
S3,T>D,-11.6249732634047
S3,T<D,-14.139602229409
S3,T<D,-7.04884291045633
S3,T>D,-13.6308172926073
S3,T<D,1.11172541840884
S3,T>D,-6.75385965348136
S3,T<D,7.22404397385845
S3,T>D,0.897140346518655
S3,T<D,-14.4409057449918
S3,T<D,24.487020984015
S3,T<D,-5.27476696260644
S3,T<D,0.0469966918281918
S3,T<D,6.27628089007958
S3,T>D,-16.0901941352328
S3,T>D,-2.23008322682187
S3,T<D,-12.2299732634047
S3,T>D,14.8082094123112
S3,T<D,-7.82461691826616
S3,T<D,-4.35048713464802
S3,T>D,11.1141241596765
S3,T<D,2.46734391786194
S3,T>D,8.6748058647672
S3,T<D,-11.5816647344572
S3,T<D,6.03356786019294
S3,T<D,4.92773028327226
S3,T<D,-4.31229400247428
S3,T>D,-1.0648758403235
S3,T>D,-14.4197805049075
S3,T<D,9.92084337175844
S3,T>D,2.36458076983881
S3,T>D,-30.5917920535009
S3,T>D,-9.05783891678138
S3,T>D,2.55323028327228
S3,T>D,14.2930267365953
S3,T<D,1.17999109198695
S3,T>D,-6.82317206020233
S3,T>D,2.2713345794663
S3,T>D,5.5981849194704
S3,T<D,5.58916108321861
S3,T<D,-7.06553891678138
S3,T<D,-6.26265608213805
S3,T<D,23.3870155545369
S3,T>D,8.24920168360257
S3,T>D,2.80414034651865
S3,T<D,-0.669570517331863
S3,T>D,-24.9994172926073
S3,T<D,15.032020984015
S3,T<D,-1.75819413523279
S3,T>D,-15.8544067328398
S3,T<D,-1.07920098640998
S3,T>D,-7.58205608213805
S3,T>D,0.338399387022268
S3,T>D,-3.05076696260645
S3,T<D,32.1332934432401
S3,T<D,-3.19938504799055
S3,T<D,7.26710673659529
S3,T<D,8.59421709125826
S3,T>D,5.1602135250008
S3,T<D,0.518252675195058
S3,T<D,5.4102135250008
S3,T>D,7.90450168360259
S3,T>D,-4.96047779248965
S3,T<D,-10.2582647344572
S3,T>D,-15.7579774057791
S3,T>D,-2.75550148782153
S3,T>D,-3.14490673283977
S3,T<D,-2.93216814894914
S3,T<D,-14.8258389167814
S4,T<D,14.3421502592116
S4,T<D,-9.3458107026713
S4,T>D,1.77967422197431
S4,T>D,6.7669363432175
S4,T<D,-6.22192577802568
S4,T<D,3.44985577488128
S4,T<D,15.4050386625235
S4,T<D,8.14788963784707
S4,T>D,3.16879041332901
S4,T<D,19.2379363432175
S4,T>D,-12.1725613374765
S4,T<D,6.32203304336248
S4,T>D,-16.5347999784266
S4,T<D,-7.6466737744751
S4,T>D,-12.4047833438177
S4,T<D,-9.43722663637514
S4,T<D,-5.49564399744912
S4,T<D,-13.4487212651726
S4,T>D,-9.48573757731117
S4,T>D,4.61332336362488
S4,T<D,2.74493365424139
S4,T<D,22.6470031668953
S4,T>D,5.118093941943
S4,T>D,24.6681502592116
S4,T>D,-13.3248212651725
S4,T>D,2.69351411706829
S4,T<D,-17.1726564755378
S4,T>D,14.2348773655518
S4,T>D,-3.479706058057
S4,T>D,12.1768896378471
S4,T>D,-1.49871725786129
S4,T<D,27.2138946466306
S4,T>D,1.53918929732872
S4,T<D,-1.52310535336936
S4,T<D,14.5183141170683
S4,T>D,10.0398663352741
S4,T>D,12.7934351616505
S4,T>D,18.0199178942634
S4,T<D,17.5964367326871
S4,T>D,22.7975670981645
S4,T>D,2.67030880776502
S4,T>D,10.9641064290474
S4,T<D,-7.12826243594627
S4,T<D,-4.99903219125633
S4,T<D,-11.2171769938595
S4,T<D,-10.9987863062508
S4,T<D,5.40379755272919
S4,T>D,-10.9696336647259
S4,T<D,4.02579755272918
S4,T>D,-0.902005353369376
S4,T<D,8.88217539178322
S4,T<D,-8.62229119223498
S4,T>D,-14.0651564755378
S4,T>D,15.0360699194602
S4,T>D,-28.2615999784266
S4,T<D,2.44603304336247
S4,T>D,-3.85230244727081
S4,T>D,0.559033043362473
S4,T<D,22.3662179646278
S4,T<D,-21.2939571299362
S4,T<D,9.58956046766091
S4,T>D,11.1554151631277
S4,T>D,-1.96851186203947
S4,T>D,6.45003866252348
S4,T<D,10.8227742219743
S4,T>D,3.12545582717785
S4,T<D,-6.6891226344482
S4,T<D,10.1299000215734
S4,T<D,-6.9306336647259
S4,T>D,-9.90614399744913
S4,T<D,4.25245505613357
S4,T<D,-8.59379318515413
S4,T<D,4.53820618677006
S4,T>D,-30.2784329018355
S4,T<D,9.36234464620791
S4,T>D,-18.1273960639003
S4,T>D,-3.20094298674413
S4,T<D,9.09571863732658
S4,T<D,22.786347231393
S4,T<D,-16.8763774908995
S4,T>D,-7.5701226344482
S4,T>D,5.42610650035248
S4,T>D,6.06978813796051
S4,T<D,4.37447819994534
S4,T>D,18.0940031668953
S4,T>D,-2.76618630625082
S4,T<D,-26.5286218000547
S4,T<D,0.847933654241398
S4,T>D,-9.56402553404735
S4,T>D,7.41041516312768
S4,T<D,-6.77674974078843
S4,T<D,-5.25449119223499
S4,T<D,-38.2770321912563
S4,T>D,6.98860002157343
S4,T<D,-28.2238435243308
S4,T<D,-2.86010535336938
S4,T<D,-0.114244943866414
S4,T<D,-8.57374577802569
S4,T>D,-8.56850166107271
S4,T>D,-17.3035848368723
S4,T<D,19.0630126225277
S4,T>D,-15.0987553537921
S4,T>D,-8.91671012941969
S4,T>D,7.11265647566916
S4,T>D,11.3764351616505
S4,T<D,2.40991262252773
S4,T<D,3.23184262495211
S4,T<D,-6.03043219125632
S4,T>D,-26.8263439974491
S4,T<D,10.4379663352741
S4,T>D,-17.2423439974491
S4,T>D,-2.08686731180947
S4,T>D,13.0527628167746
S4,T<D,-7.9904016610727
S4,T<D,18.8101986145241
S4,T<D,2.23173268819053
S4,T<D,10.9920126225277
S4,T<D,7.91346812873105
S4,T>D,8.46593365424139
S4,T>D,32.3879628167746
S4,T>D,-7.81203283088168
S4,T>D,-14.4460435243308
S4,T>D,6.62102336362488
S4,T<D,-7.38745780337776
S4,T>D,3.89929041332901
S4,T>D,-2.48812263444821
S4,T<D,6.82718110490448
S4,T>D,1.74971863732658
S4,T>D,14.6168154821679
S4,T<D,5.12335838586681
S4,T<D,0.635843524462219
S4,T<D,3.05294054755348
S4,T<D,-13.9443442251187
S4,T<D,5.03728274213871
S4,T>D,5.0693742219743
S4,T<D,-2.00665535379209
S4,T>D,-12.3944375773112
S4,T>D,7.92578987058031
S4,T>D,-3.28008210573657
S4,T>D,-7.70242180005465
S4,T<D,5.75471863732657
S4,T>D,-8.50863008053976
S4,T>D,20.6349898705803
S4,T<D,27.2081892973287
S4,T>D,-4.43409606390027
S4,T<D,-7.5856336647259
S4,T>D,-16.2350439974491
S4,T>D,-12.5565497407884
S4,T<D,5.39671923848415
S4,T<D,5.15841516312767
S4,T>D,8.01735838586682
S4,T>D,3.92090002157341
S4,T<D,-20.4462999784266
S4,T>D,-10.7469848468832
S4,T>D,-33.70479381323
S4,T>D,7.06703866252347
S4,T>D,-8.99058588293171
S4,T<D,3.38121796462782
S4,T<D,-9.55666433403497
S4,T<D,6.35921369374917
S4,T>D,14.4447776708265
S4,T<D,-15.6968564755378
S4,T>D,20.5683446462079
S4,T<D,-2.7804016610727
S4,T<D,-8.30280254967212
S4,T<D,4.18777446595266
S4,T>D,-33.0896848468832
S4,T<D,-25.139891192235
S4,T>D,4.93310871283639
S4,T<D,-38.8759845178321
S4,T<D,22.2670322178502
S4,T>D,3.81073268819051
S4,T<D,-3.71325712993622
S4,T<D,1.32703923848414
S4,T<D,5.99018929732871
S4,T<D,-22.7674025496721
S4,T>D,-21.7624053533694
S4,T>D,-19.4517608760811
S4,T>D,1.19985577488128
S4,T>D,12.6069678087437
S4,T<D,-23.7937609862728
S4,T>D,-9.30918136267342
S4,T<D,-11.1414604036405
S4,T<D,2.70398987058031
S4,T>D,14.8311179646278
S4,T<D,-8.25065737504791
S4,T>D,13.3848773655518
S4,T<D,-11.7377212651725
S4,T>D,-8.50135535379211
S4,T>D,-11.734291192235
S4,T<D,-9.7095858829317
S4,T>D,-3.06327097887463
S4,T<D,-16.958910362153
S4,T>D,50.3430330433625
S4,T<D,8.77578813796053
S4,T>D,15.5261753917832
S4,T<D,6.47002622552488
S4,T<D,-11.0320968331047
S4,T>D,12.4949410423207
S4,T>D,-23.510209586671
S4,T<D,13.7027787348274
S4,T>D,-0.761122634448206
S4,T>D,-12.9097858829317
S4,T>D,30.9761168467552
S4,T<D,-40.5872673118095
S4,T>D,24.7867881379605
S4,T>D,7.27919861452407
S4,T>D,8.77793365424141
S4,T<D,7.78062336362486
S4,T<D,-5.21148334381769
S4,T<D,8.74923959635956
S4,T<D,-18.2847336647259
S4,T>D,-13.4049873774723
S4,T<D,-1.70139349964752
S4,T<D,-11.1708564755378
S4,T<D,2.95723959635955
S4,T>D,17.4248773655518
S4,T>D,7.53784287006378
S4,T>D,14.6187881379605
S4,T>D,36.5523663352741
S5,T>D,-19.4913250564726
S5,T>D,4.74943981511368
S5,T<D,-6.45329457028978
S5,T>D,-1.38803565820133
S5,T>D,14.0189643417987
S5,T<D,-2.50372529441918
S5,T<D,-7.13688475284684
S5,T<D,6.4143453281386
S5,T>D,13.6061806638705
S5,T>D,-5.21007100755478
S5,T<D,-3.66539124915211
S5,T<D,-2.99943843040441
S5,T>D,15.3674561230997
S5,T>D,7.67858626406752
S5,T>D,-4.75715830296747
S5,T>D,-10.4947268029296
S5,T>D,2.92492899244521
S5,T<D,0.918928992445213
S5,T<D,4.22593981511366
S5,T>D,13.5473749435275
S5,T<D,5.04433687196901
S5,T<D,5.84884967876496
S5,T<D,-5.86674682358944
S5,T>D,-4.70526059356635
S5,T>D,-4.61373051191881
S5,T>D,-10.2238730181592
S5,T>D,9.30534607829304
S5,T>D,4.6332457547212
S5,T>D,-11.1773528208446
S5,T<D,0.447117976814516
S5,T<D,4.46441256677581
S5,T<D,-2.0517305119188
S5,T<D,-3.40564692755971
S5,T>D,4.42379713045112
S5,T>D,-14.5410711314444
S5,T<D,0.246443162740377
S5,T>D,4.15814658146138
S5,T<D,-8.12407100755479
S5,T>D,13.5856429427483
S5,T>D,-0.551654671861405
S5,T>D,-1.67387301815922
S5,T<D,-5.76237100755478
S5,T>D,12.9950288685556
S5,T<D,5.81954169703253
S5,T<D,-10.7427992772136
S5,T<D,3.09985588238536
S5,T>D,2.98906496278886
S5,T>D,2.05141524715315
S5,T<D,-8.31867077588564
S5,T<D,-11.8004815182787
S5,T<D,2.62274266010263
S5,T>D,-6.93133503721114
S5,T>D,5.96247258418236
S5,T<D,-5.90601089092479
S5,T>D,-3.37238217886223
S5,T>D,9.46793524741753
S5,T<D,-0.843490719205947
S5,T<D,-6.80888202318548
S5,T>D,5.39554717915537
S5,T<D,-0.559299277213542
S5,T<D,8.77685142543853
S5,T<D,6.79450700081945
S5,T>D,-8.45278266203838
S5,T<D,-1.39924161543057
S5,T>D,11.4962747055808
S5,T>D,10.8850020451424
S5,T<D,4.17695612309969
S5,T<D,8.32585142543853
S5,T>D,-7.32538217886223
S5,T<D,-11.7283193361295
S5,T>D,2.53532922411435
S5,T>D,-4.09351373593247
S5,T<D,9.00020078800781
S5,T>D,7.89514338512453
S5,T>D,-6.95076455425259
S5,T<D,-22.9816285348198
S5,T<D,-11.3108619746273
S5,T<D,5.8959530724403
S5,T<D,-12.3381528208446
S5,T<D,1.7754129008708
S5,T>D,-7.21767077588564
S5,T>D,3.01474266010263
S5,T>D,6.53832922411436
S5,T>D,-11.0086707758856
S5,T>D,4.97518256677582
S5,T<D,0.0217416970325093
S5,T>D,-4.89816059356636
S5,T<D,-9.06464877662557
S5,T<D,2.49917128059926
S5,T>D,0.240112566775811
S5,T>D,1.02652922411435
S5,T<D,-1.87535282084464
S5,T<D,-2.57414857456147
S5,T<D,3.3577720856149
S5,T<D,0.915848204955799
S5,T>D,-1.3358870991292
S5,T>D,6.99149930485333
S5,T<D,-1.52788709912921
S5,T<D,10.4519993048533
S5,T>D,11.9628416970325
S5,T<D,-11.6040729577661
S5,T<D,-5.37814857456147
S5,T<D,5.84476496278884
S5,T<D,-8.21515032123503
S5,T<D,-8.532763128031
S5,T>D,11.5068552570851
S5,T<D,3.03664742545221
S5,T>D,0.670555257085131
S5,T>D,0.412943385124527
S5,T>D,5.40268305429636
S5,T>D,-3.35362680292963
S5,T<D,0.62274266010263
S5,T>D,1.39632802112044
S5,T>D,-4.53217575442069
S5,T<D,9.81841524715315
S5,T>D,11.4719993048533
S5,T<D,-18.1773528208446
S5,T>D,-2.98267295776613
S5,T<D,4.44041797681452
